work_year,job_title,job_category,salary_in_usd,experience_level,work_setting,company_location,company_size,work_setting_label,experience_level_label,work_year_label,company_size_label,job_category_label,salary_in_usd_std,salary_in_usd_log
2023,Data Engineer,Data Engineering,90700,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-1.1340389241568356,11.415323661400773
2023,Data Scientist,Data Science and Research,257000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,1.6616063247829087,12.456835254920371
2023,Data Scientist,Data Science and Research,197000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,0.6529550022550394,12.190964083849375
2023,Business Intelligence Engineer,BI and Visualization,140000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,0,-0.30526375414643636,11.849404844423074
2023,Business Intelligence Engineer,BI and Visualization,120000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,0,-0.6414808616557262,11.695255355062795
2023,Data Analyst,Data Analysis,85000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,2,-1.2298607997969833,11.350418300109132
2023,Data Analyst,Data Analysis,79000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,2,-1.3307259320497702,11.277215789596893
2023,Data Analyst,Data Analysis,93919,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,2,-1.0799247807032155,11.450198635061923
2023,Data Analyst,Data Analysis,51962,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,2,-1.7852578396915788,10.85828720583839
2023,Data Engineer,Data Engineering,155000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.053100923514469045,11.951186847493476
2023,Data Engineer,Data Engineering,84800,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-1.233222970872076,11.348062614163295
2023,Machine Learning Engineer,Machine Learning and AI,250500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,1.5523357648423894,12.431218191515056
2023,Machine Learning Engineer,Machine Learning and AI,166600,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.141904998840919,12.023357011097826
2023,Data Engineer,Data Engineering,174500,Executive,In-person,United States,M,2.0,3.0,3.0,1.0,4,0.27471075630708847,12.069685751267224
2023,Data Engineer,Data Engineering,113000,Executive,In-person,United States,M,2.0,3.0,3.0,1.0,4,-0.7591568492839775,11.635151947212842
2023,Data Engineer,Data Engineering,135000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.3893180310237588,11.813037464800539
2023,Data Engineer,Data Engineering,90000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-1.1458065229196608,11.407576060361786
2023,Data Engineer,Data Engineering,135000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.3893180310237588,11.813037464800539
2023,Data Engineer,Data Engineering,90000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-1.1458065229196608,11.407576060361786
2023,Data Engineer,Data Engineering,260000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,1.712038890909302,12.468440756144114
2023,Data Engineer,Data Engineering,225000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,1.1236589527680452,12.323860125621126
2023,Machine Learning Engineer,Machine Learning and AI,226600,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,1.1505563213687882,12.330946040628971
2023,Machine Learning Engineer,Machine Learning and AI,140100,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.30358266860888994,11.850118870058369
2023,Machine Learning Engineer,Machine Learning and AI,204600,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.7807175031085696,12.22881702007325
2023,Machine Learning Engineer,Machine Learning and AI,126500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.5322103017152069,11.748005492256807
2023,Machine Learning Engineer,Machine Learning and AI,212000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.9051178328870068,12.264346270624157
2023,Analytics Engineer,Leadership and Management,213600,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,8,0.93201520148775,12.271865067705159
2023,Analytics Engineer,Leadership and Management,142400,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,8,-0.2649177012453216,11.866402300407264
2023,Data Scientist,Data Science and Research,153600,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.07663612104011933,11.942113610091182
2023,Data Scientist,Data Science and Research,106800,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.8633841526118573,11.578722568760277
2023,Machine Learning Engineer,Machine Learning and AI,142000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.2716420433955074,11.863589378812122
2023,ML Engineer,Machine Learning and AI,125000,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,9,-0.5574265847784037,11.736077016252437
2023,ML Engineer,Machine Learning and AI,85000,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,9,-1.2298607997969833,11.350418300109132
2023,Machine Learning Engineer,Machine Learning and AI,226600,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,1.1505563213687882,12.330946040628971
2023,Machine Learning Engineer,Machine Learning and AI,140100,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.30358266860888994,11.850118870058369
2023,Research Scientist,Data Science and Research,202350,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.7428930785137744,12.217759092224096
2023,Data Engineer,Data Engineering,143000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.2548311880200429,11.870606902224587
2023,Data Engineer,Data Engineering,95000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-1.0617522460423383,11.461642696843066
2023,Business Intelligence Engineer,BI and Visualization,185000,Senior,In-person,United States,L,2.0,2.0,3.0,2.0,0,0.4512247377494656,12.128116509451258
2023,Business Intelligence Engineer,BI and Visualization,79600,Senior,In-person,United States,L,2.0,2.0,3.0,2.0,0,-1.3206394188244914,11.284781934567633
2023,Data Scientist,Data Science and Research,207900,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.8361933258476023,12.244817283839346
2023,Data Scientist,Data Science and Research,158400,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.0040559847621102095,11.972885071473847
2023,Research Scientist,Data Science and Research,202350,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.7428930785137744,12.217759092224096
2023,Data Infrastructure Engineer,Data Engineering,200000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.7033875683814329,12.206077645517674
2023,Machine Learning Engineer,Machine Learning and AI,241300,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,1.3976758953881163,12.39380039582335
2023,Machine Learning Engineer,Machine Learning and AI,211949,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.904260479262858,12.264105676780783
2023,Data Strategy Manager,Data Management and Strategy,115000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,5,-0.7255351385330485,11.652696102959753
2023,Data Strategy Manager,Data Management and Strategy,90000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,5,-1.1458065229196608,11.407576060361786
2023,Data Scientist,Data Science and Research,172200,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,7,0.23604578894352013,12.056417678159836
2023,Data Scientist,Data Science and Research,131200,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,7,-0.45319928145052385,11.784485777414298
2023,Data Scientist,Data Science and Research,105000,Entry-level,In-person,United States,M,2.0,0.0,3.0,1.0,7,-0.8936436922876935,11.561725152903833
2023,Data Scientist,Data Science and Research,70000,Entry-level,In-person,United States,M,2.0,0.0,3.0,1.0,7,-1.4820236304289505,11.156264806643742
2023,Machine Learning Engineer,Machine Learning and AI,253000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,9,1.5943629032810507,12.441148720271016
2023,Machine Learning Engineer,Machine Learning and AI,123800,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,9,-0.5775996112289611,11.726430716744437
2023,Data Scientist,Data Science and Research,240000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,1.3758217834000124,12.388398368982115
2023,Data Scientist,Data Science and Research,142500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.2632366157077751,11.86710429621008
2023,Machine Learning Engineer,Machine Learning and AI,204000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.7706309898832908,12.225880174775122
2023,Machine Learning Engineer,Machine Learning and AI,180000,Executive,Remote,United States,M,0.0,3.0,3.0,1.0,9,0.36717046087214317,12.100717685412471
2023,Machine Learning Engineer,Machine Learning and AI,160000,Executive,Remote,United States,M,0.0,3.0,3.0,1.0,9,0.03095335336285339,11.982935344196433
2023,Business Intelligence Analyst,BI and Visualization,193600,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,0,0.5957980939784602,12.17355461910053
2023,Business Intelligence Analyst,BI and Visualization,130838,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,0,-0.459284811096442,11.781722838700459
2023,Data Engineer,Data Engineering,225500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,1.1320643804557773,12.326079872504838
2023,Data Engineer,Data Engineering,139400,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.31535026737171507,11.845109950883979
2023,Data Engineer,Data Engineering,143000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.2548311880200429,11.870606902224587
2023,Data Engineer,Data Engineering,95000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-1.0617522460423383,11.461642696843066
2023,Machine Learning Engineer,Machine Learning and AI,218755,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,1.0186751609482694,12.295712232415132
2023,Data Scientist,Data Science and Research,250830,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,1.5578833471162927,12.43253468456821
2023,Data Scientist,Data Science and Research,143370,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.24861117153112103,11.873190955175883
2023,Analytics Engineer,Leadership and Management,260000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,8,1.712038890909302,12.468440756144114
2023,Analytics Engineer,Leadership and Management,160000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,8,0.03095335336285339,11.982935344196433
2023,Data Scientist,Data Science and Research,203500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.7622255621955586,12.223426197857627
2023,Data Scientist,Data Science and Research,166500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.14022391330337255,12.022756594390605
2023,Data Scientist,Data Science and Research,180000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,0.36717046087214317,12.100717685412471
2023,Data Scientist,Data Science and Research,162000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,0.06457506411378236,11.995357787034976
2023,Data Engineer,Data Engineering,145000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,-0.2212094772691139,11.884495917930655
2023,Data Engineer,Data Engineering,115000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,-0.7255351385330485,11.652696102959753
2023,Data Analyst,Data Analysis,180400,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,2,0.3738948030223289,12.102937429832547
2023,Data Analyst,Data Analysis,138800,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,2,-0.32543678059699377,11.840796531639839
2023,Research Analyst,Data Science and Research,148350,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.1648931117613079,11.907336366511887
2023,Research Analyst,Data Science and Research,87400,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-1.1895147468958684,11.37826200322577
2023,Data Analyst,Data Analysis,87500,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,2,-1.187833661358322,11.37940550085183
2023,Data Analyst,Data Analysis,62500,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,2,-1.6081050457449342,11.042937835596494
2023,Data Science Consultant,Data Science and Research,157550,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.010233242307034604,11.967504494356644
2023,Data Science Consultant,Data Science and Research,104650,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.899527491669106,11.55838628349022
2023,Data Manager,Leadership and Management,115500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,8,-0.7171297108453163,11.657034466915164
2023,Data Manager,Leadership and Management,73500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,8,-1.4231856366148248,11.205054290550551
2023,Machine Learning Engineer,Machine Learning and AI,142000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.2716420433955074,11.863589378812122
2023,Data Engineer,Data Engineering,139500,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,-0.3136691818341686,11.845827048676645
2023,Data Engineer,Data Engineering,118575,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,-0.665436330565763,11.68330938419114
2023,Data Analyst,Data Analysis,129150,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,2,-0.4876615349702261,11.768737541428582
2023,Data Analyst,Data Analysis,98400,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,2,-1.004595337765759,11.496806245590331
2023,Data Analyst,Data Analysis,192500,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,2,0.5773061530654492,12.167856627501678
2023,Data Analyst,Data Analysis,140000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,2,-0.30526375414643636,11.849404844423074
2023,Business Intelligence Developer,BI and Visualization,98010,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,0,-1.0111515713621901,11.49283499625168
2023,Business Intelligence Developer,BI and Visualization,66825,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,0,-1.5353980962460503,11.109847505354562
2023,Data Manager,Leadership and Management,145000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,8,-0.2212094772691139,11.884495917930655
2023,Data Manager,Leadership and Management,130000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,8,-0.47337230790108126,11.775297421715827
2023,Data Analyst,Data Analysis,95000,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,2,-1.0617522460423383,11.461642696843066
2023,Data Analyst,Data Analysis,80000,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,2,-1.3139150766743055,11.289794413577894
2023,Decision Scientist,Data Science and Research,204500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,0.779036417571023,12.228328144428588
2023,Decision Scientist,Data Science and Research,142200,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,-0.2682798723204145,11.864996828675356
2023,Data Scientist,Data Science and Research,120000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.6414808616557262,11.695255355062795
2023,Data Scientist,Data Science and Research,100000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.9776979691650158,11.51293546492023
2023,Data Science Manager,Data Science and Research,190000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,0.5352790146267881,12.154784614286667
2023,Data Science Manager,Data Science and Research,170000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,0.19906190711749827,12.04355959836804
2023,Research Engineer,Data Science and Research,155000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.053100923514469045,11.951186847493476
2023,Research Engineer,Data Science and Research,130000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.47337230790108126,11.775297421715827
2023,Data Manager,Leadership and Management,115500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,8,-0.7171297108453163,11.657034466915164
2023,Data Manager,Leadership and Management,73500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,8,-1.4231856366148248,11.205054290550551
2023,Machine Learning Engineer,Machine Learning and AI,204500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.779036417571023,12.228328144428588
2023,Machine Learning Engineer,Machine Learning and AI,142200,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.2682798723204145,11.864996828675356
2023,Machine Learning Engineer,Machine Learning and AI,170000,Mid-level,In-person,United States,S,2.0,1.0,3.0,0.0,9,0.19906190711749827,12.04355959836804
2023,Machine Learning Engineer,Machine Learning and AI,120000,Mid-level,In-person,United States,S,2.0,1.0,3.0,0.0,9,-0.6414808616557262,11.695255355062795
2023,Data Analyst,Data Analysis,229000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,2,1.190902374269903,12.34148164933907
2023,Data Analyst,Data Analysis,131000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,2,-0.45656145252561675,11.782960235741939
2023,Data Analyst,Data Analysis,192000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,2,0.568900725377717,12.165255859329688
2023,Data Analyst,Data Analysis,164000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,2,0.09819677486471134,12.00762780434872
2023,Data Engineer,Data Engineering,181500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.3923867439353399,12.109016442313738
2023,Data Engineer,Data Engineering,112200,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.7726055335843491,11.628047184686986
2023,Data Scientist,Data Science and Research,223800,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,1.1034859263174877,12.318512543125225
2023,Data Scientist,Data Science and Research,172100,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.23436470340597368,12.055836792757997
2023,Applied Scientist,Data Science and Research,258800,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,1.6918658644587448,12.463814705589053
2023,Applied Scientist,Data Science and Research,199200,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.6899388840810613,12.202069644200355
2023,Research Engineer,Data Science and Research,185000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.4512247377494656,12.128116509451258
2023,Research Engineer,Data Science and Research,148000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.17077691114272045,11.904974309480183
2023,Machine Learning Engineer,Machine Learning and AI,193600,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.5957980939784602,12.17355461910053
2023,Machine Learning Engineer,Machine Learning and AI,119700,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.6465241182683654,11.692752245730048
2023,Data Scientist,Data Science and Research,175750,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.2957243255264191,12.07682349955715
2023,Data Scientist,Data Science and Research,136742,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.36003352095969965,11.825858530674244
2023,Research Engineer,Data Science and Research,257400,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,1.6683306669330944,12.458390459140501
2023,Research Engineer,Data Science and Research,193500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,0.5941170084409138,12.173037959397275
2023,Data Scientist,Data Science and Research,228856,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,1.188481611095836,12.340852633335208
2023,Data Scientist,Data Science and Research,144540,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,-0.22894247074182758,11.881318483313109
2023,Data Architect,Data Architecture and Modeling,170000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,3,0.19906190711749827,12.04355959836804
2023,Data Architect,Data Architecture and Modeling,140000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,3,-0.30526375414643636,11.849404844423074
2023,Data Scientist,Data Science and Research,155000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,-0.053100923514469045,11.951186847493476
2023,Data Scientist,Data Science and Research,125000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,-0.5574265847784037,11.736077016252437
2023,Data Architect,Data Architecture and Modeling,170000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,3,0.19906190711749827,12.04355959836804
2023,Data Architect,Data Architecture and Modeling,140000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,3,-0.30526375414643636,11.849404844423074
2023,Data Engineer,Data Engineering,150600,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,-0.1270686871665128,11.922389234432126
2023,Data Engineer,Data Engineering,120500,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,-0.6330754339679938,11.699413330633599
2023,Data Scientist,Data Science and Research,176000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.2999270393702852,12.07824495582233
2023,Data Scientist,Data Science and Research,152000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.10353348964086251,11.931642378754141
2023,Analytics Engineer,Leadership and Management,200000,Senior,Remote,United States,L,0.0,2.0,3.0,2.0,8,0.7033875683814329,12.206077645517674
2023,Data Strategist,Data Architecture and Modeling,115500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,3,-0.7171297108453163,11.657034466915164
2023,Data Strategist,Data Architecture and Modeling,73500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,3,-1.4231856366148248,11.205054290550551
2023,Data Scientist,Data Science and Research,225000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,1.1236589527680452,12.323860125621126
2023,Data Scientist,Data Science and Research,172758,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,0.24542624624302933,12.059652838680945
2023,Data Analyst,Data Analysis,110000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,2,-0.809589415410371,11.608244735642321
2023,Data Analyst,Data Analysis,85000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,2,-1.2298607997969833,11.350418300109132
2023,Data Engineer,Data Engineering,245000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,1.4598760602773349,12.409017571151187
2023,Data Engineer,Data Engineering,194992,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,0.6191988046611068,12.180718939465658
2023,Data Scientist,Data Science and Research,140000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,-0.30526375414643636,11.849404844423074
2023,Data Scientist,Data Science and Research,100000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,-0.9776979691650158,11.51293546492023
2023,Machine Learning Engineer,Machine Learning and AI,213800,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.9353773725628428,12.272800954830618
2023,Machine Learning Engineer,Machine Learning and AI,180300,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.3722137174847825,12.10238295548773
2023,Data Engineer,Data Engineering,145000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.2212094772691139,11.884495917930655
2023,Data Engineer,Data Engineering,90000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-1.1458065229196608,11.407576060361786
2023,Director of Data Science,Data Science and Research,250300,Executive,Remote,United States,M,0.0,3.0,3.0,1.0,7,1.5489735937672966,12.430419472617638
2023,Machine Learning Engineer,Machine Learning and AI,250500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,1.5523357648423894,12.431218191515056
2023,Machine Learning Engineer,Machine Learning and AI,166600,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.141904998840919,12.023357011097826
2023,ML Engineer,Machine Learning and AI,262269,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,9,1.7501827217562311,12.477129786458383
2023,ML Engineer,Machine Learning and AI,230797,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,9,1.2211114813796127,12.349298148067271
2023,Data Engineer,Data Engineering,147100,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-0.1859066809806385,11.898874704662955
2023,Data Engineer,Data Engineering,90700,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-1.1340389241568356,11.415323661400773
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,185000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.4512247377494656,12.128116509451258
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,145000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.2212094772691139,11.884495917930655
2023,Data Scientist,Data Science and Research,115000,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,7,-0.7255351385330485,11.652696102959753
2023,Data Scientist,Data Science and Research,90000,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,7,-1.1458065229196608,11.407576060361786
2023,Data Analyst,Data Analysis,195000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,2,0.6193332915041104,12.180759965737863
2023,Data Analyst,Data Analysis,73500,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,2,-1.4231856366148248,11.205054290550551
2023,Data Engineer,Data Engineering,155000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.053100923514469045,11.951186847493476
2023,Data Engineer,Data Engineering,84800,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-1.233222970872076,11.348062614163295
2023,Data Infrastructure Engineer,Data Engineering,185000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.4512247377494656,12.128116509451258
2023,Data Infrastructure Engineer,Data Engineering,145000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.2212094772691139,11.884495917930655
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,158900,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,9,0.012461412449842453,11.97603664577121
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,132400,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,9,-0.43302625499996644,11.793590475326612
2023,AI Engineer,Machine Learning and AI,140000,Mid-level,Remote,United States,S,0.0,1.0,3.0,0.0,9,-0.30526375414643636,11.849404844423074
2023,Data Manager,Leadership and Management,130000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,8,-0.47337230790108126,11.775297421715827
2023,Data Manager,Leadership and Management,100000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,8,-0.9776979691650158,11.51293546492023
2023,Machine Learning Scientist,Machine Learning and AI,163800,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.09483460378961844,12.006407555388575
2023,Machine Learning Scientist,Machine Learning and AI,126000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.5406157294029392,11.744045122410057
2023,Data Scientist,Data Science and Research,225000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,1.1236589527680452,12.323860125621126
2023,Data Scientist,Data Science and Research,111967,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,-0.7765224628868324,11.625968395167414
2023,Data Engineer,Data Engineering,205600,Senior,In-person,United States,L,2.0,2.0,3.0,2.0,4,0.797528358484034,12.233692676364548
2023,Data Engineer,Data Engineering,105700,Senior,In-person,United States,L,2.0,2.0,3.0,2.0,4,-0.8818760935248683,11.568369632551514
2023,Data Manager,Leadership and Management,115500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,8,-0.7171297108453163,11.657034466915164
2023,Data Manager,Leadership and Management,73500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,8,-1.4231856366148248,11.205054290550551
2023,Data Analyst,Data Analysis,104000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,2,-0.9104545476631579,11.552155793461898
2023,Data Analyst,Data Analysis,88000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,2,-1.1794282336705897,11.385103457032141
2023,Data Engineer,Data Engineering,216027,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,0.9728151474840022,12.283163307894737
2023,Data Engineer,Data Engineering,101028,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,-0.9604164098390384,11.523162883322708
2023,Applied Scientist,Data Science and Research,159100,Senior,In-person,United States,L,2.0,2.0,3.0,2.0,7,0.01582358352493535,11.977294499661248
2023,Data Analyst,Data Analysis,142000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,2,-0.2716420433955074,11.863589378812122
2023,Data Analyst,Data Analysis,128000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,2,-0.5069940186520102,11.759793355371237
